779454-1001-0001-patch4-595.jpg,LabelNotFound,5001,0.893733,1.56671,1.33028,0.629296,0.552885,1.13526,Incorrect,551,464,725,580,1200,800,779454-1001-0001-patch5-339.jpg,-1,-1,-1,-1,-1,779454-1001-0001
779454-1001-0001-patch4-596.jpg,LabelNotFound,5051,0.730818,1.30783,1.47971,0.6424,0.912768,0.910637,Incorrect,580,464,754,580,1200,800,779454-1001-0001-patch5-339.jpg,-1,-1,-1,-1,-1,779454-1001-0001
779454-1001-0001-patch5-338.jpg,LabelNotFound,5081,0.812532,1.11775,1.27402,0.658268,0.904367,1.43403,Incorrect,518,444,745,595,1200,800,779454-1001-0001-patch5-339.jpg,-1,-1,-1,-1,-1,779454-1001-0001
779454-1001-0001-patch5-339.jpg,LabelNotFound,30118,0.597915,1.48382,1.84856,0.949392,0.969394,1.03798,Incorrect,555,444,782,595,1200,800,779454-1001-0001-patch5-339.jpg,-1,-1,-1,-1,-1,779454-1001-0001
779454-1001-0002-patch0-6828.jpg,LabelNotFound,125,0.184393,0.85741,0.301454,0.427994,0.57637,0.44367,Incorrect,430,590,490,630,1200,800,779454-1001-0002-patch0-6828.jpg,-1,-1,-1,-1,-1,779454-1001-0002
779454-1001-0003-patch1-5105.jpg,LabelNotFound,18,0.442178,0.755852,0.316713,0.53473,0.238521,0.454006,Incorrect,767,748,845,800,1200,800,779454-1001-0003-patch1-5106.jpg,-1,-1,-1,-1,-1,779454-1001-0003
779454-1001-0003-patch1-5106.jpg,LabelNotFound,18,0.45509,0.681752,0.243874,0.464943,0.182436,0.565885,Incorrect,780,748,858,800,1200,800,779454-1001-0003-patch1-5106.jpg,-1,-1,-1,-1,-1,779454-1001-0003
779454-1001-0004-patch5-199.jpg,LabelNotFound,2033,0.639545,0.597305,1.00973,0.750786,0.576366,0.775282,Incorrect,259,444,486,595,800,1200,779454-1001-0004-patch5-199.jpg,-1,-1,-1,-1,-1,779454-1001-0004
779454-1001-0004-patch4-514.jpg,LabelNotFound,102,1.09771,1.57624,1.06826,1.522,1.21738,0.397538,Incorrect,232,667,406,783,800,1200,779454-1001-0004-patch6-148.jpg,102,232,667,406,783,779454-1001-0004
779454-1001-0004-patch3-975.jpg,LabelNotFound,208,0.431722,0.787825,0.625835,1.27363,1.11902,0.538875,Incorrect,308,682,441,771,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch4-515.jpg,LabelNotFound,1028,0.726722,1.77793,1.21961,1.58803,1.49513,1.66026,Incorrect,261,667,435,783,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch4-516.jpg,LabelNotFound,1028,0.944446,1.33752,1.59845,2.11021,1.88803,1.55422,Incorrect,290,667,464,783,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch4-517.jpg,LabelNotFound,228,0.768296,0.544799,0.999147,1.46635,1.13534,0.35492,Incorrect,319,667,493,783,800,1200,779454-1001-0004-patch6-148.jpg,028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch5-278.jpg,LabelNotFound,10288,0.501448,1.70916,1.37792,1.52344,0.863773,1.74365,Incorrect,222,629,449,780,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch5-279.jpg,LabelNotFound,1028,0.693933,1.47705,1.36858,1.66392,1.2404,1.62717,Incorrect,259,629,486,780,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch5-280.jpg,LabelNotFound,1028,0.438684,0.807655,0.82099,1.50783,1.04694,0.891229,Incorrect,296,629,523,780,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch5-294.jpg,LabelNotFound,1028,0.353663,1.49596,0.999218,1.37287,1.00784,1.69904,Incorrect,222,666,449,817,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch5-295.jpg,LabelNotFound,1028,0.710712,1.3053,1.23765,1.65844,1.36795,1.56522,Incorrect,259,666,486,817,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch6-136.jpg,LabelNotFound,1028,0.576306,0.993995,0.766323,1.38237,0.190805,0.911062,Incorrect,196,588,493,785,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch6-137.jpg,LabelNotFound,1028,0.65161,0.688019,0.773802,1.47076,0.550538,0.860479,Incorrect,245,588,542,785,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch6-147.jpg,LabelNotFound,10228,0.435697,1.06262,0.746542,1.10929,0.363688,1.01681,Incorrect,196,637,493,834,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0004-patch6-148.jpg,LabelNotFound,1028,0.539821,0.902813,0.659877,1.40422,0.539167,0.883803,Incorrect,245,637,542,834,800,1200,779454-1001-0004-patch6-148.jpg,1028,232,667,406,783,779454-1001-0004
779454-1001-0005-patch3-325.jpg,LabelNotFound,166,0.591089,0.82551,0.818248,0.641451,0.890681,0.388095,Incorrect,682,132,815,221,1200,800,779454-1001-0005-patch3-376.jpg,-1,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch3-326.jpg,LabelNotFound,163,0.702686,0.979548,0.696761,0.513591,0.344113,0.234792,Incorrect,704,132,837,221,1200,800,779454-1001-0005-patch3-376.jpg,-1,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch3-375.jpg,LabelNotFound,103,0.444534,1.01519,0.664326,0.477779,0.4243,0.179117,Incorrect,704,154,837,243,1200,800,779454-1001-0005-patch3-376.jpg,-1,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch3-376.jpg,LabelNotFound,103,0.177068,0.952109,0.582504,0.682373,0.404756,0.417566,Incorrect,726,154,859,243,1200,800,779454-1001-0005-patch3-376.jpg,-1,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch3-1399.jpg,LabelNotFound,4554,0.964601,1.35235,1.40907,0.880075,1.74152,0.470267,Incorrect,594,616,727,705,1200,800,779454-1001-0005-patch4-776.jpg,454,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch3-1400.jpg,LabelNotFound,454,0.668985,0.975682,0.979247,0.857293,1.03091,0.301098,Incorrect,616,616,749,705,1200,800,779454-1001-0005-patch4-776.jpg,454,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch4-775.jpg,LabelNotFound,145,0.679967,1.10813,1.08445,1.14087,1.32073,0.341501,Incorrect,551,609,725,725,1200,800,779454-1001-0005-patch4-776.jpg,454,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch4-776.jpg,LabelNotFound,454,1.12285,0.892771,1.37032,0.884817,1.24508,0.532407,Incorrect,580,609,754,725,1200,800,779454-1001-0005-patch4-776.jpg,454,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch4-777.jpg,LabelNotFound,454,0.632238,0.841975,1.00375,0.946365,0.569907,0.199811,Incorrect,609,609,783,725,1200,800,779454-1001-0005-patch4-776.jpg,454,-1,-1,-1,-1,779454-1001-0005
779454-1001-0005-patch3-1136.jpg,LabelNotFound,437,1.25407,1.02578,1.16107,1.36287,1.39944,0.618435,Incorrect,198,506,331,595,1200,800,779454-1001-0005-patch5-382.jpg,437,198,528,331,617,779454-1001-0005
