779460-1011-0028-patch0-2253.jpg,LabelNotFound,238,0.211349,0.766932,0.428815,0.594708,0.309783,0.63088,Incorrect,680,190,740,230,1200,800,779460-1011-0028-patch0-2253.jpg,-1,-1,-1,-1,-1,779460-1011-0028,true
779460-1011-0028-patch3-1000.jpg,LabelNotFound,191,0.903162,0.534952,0.776288,0.980556,0.369727,0.416787,Incorrect,440,440,573,529,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch3-950.jpg,LabelNotFound,491,0.994203,1.38663,1.16721,1.36387,0.98479,0.68336,Incorrect,418,418,551,507,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch3-997.jpg,LabelNotFound,449,1.30061,1.07824,1.27677,2.2382,0.384673,0.425592,Incorrect,374,440,507,529,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch3-998.jpg,LabelNotFound,491,1.38295,2.22788,1.49454,1.69701,1.72319,0.618355,Incorrect,396,440,529,529,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch3-999.jpg,LabelNotFound,491,1.28398,1.66963,1.52133,1.81561,1.02814,0.522154,Incorrect,418,440,551,529,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch4-517.jpg,LabelNotFound,491,1.36809,1.88009,1.54097,1.78369,1.3614,0.759154,Incorrect,377,406,551,522,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch4-518.jpg,LabelNotFound,491,1.31305,1.85355,1.50206,1.83633,0.787816,0.613915,Incorrect,406,406,580,522,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch4-552.jpg,LabelNotFound,449,1.07641,1.04419,0.912487,1.9043,0.888189,0.482259,Incorrect,348,435,522,551,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch4-553.jpg,LabelNotFound,491,1.62324,2.11908,1.62284,2.01533,1.38466,0.601521,Incorrect,377,435,551,551,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch4-554.jpg,LabelNotFound,491,1.37853,2.10275,1.51198,1.89581,0.773827,0.493072,Incorrect,406,435,580,551,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch5-306.jpg,LabelNotFound,491,1.38554,1.33459,0.87999,1.49199,1.00414,0.349592,Incorrect,333,407,560,558,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch5-307.jpg,LabelNotFound,491,1.25415,1.44624,1.15253,1.45662,0.764534,0.406433,Incorrect,370,407,597,558,1200,800,779460-1011-0028-patch5-307.jpg,491,377,435,551,551,779460-1011-0028,true
779460-1011-0028-patch3-1014.jpg,LabelNotFound,466,1.66701,2.39968,1.27606,2.25702,0.913905,0.22823,Incorrect,748,440,881,529,1200,800,779460-1011-0028-patch5-343.jpg,466,748,440,881,529,779460-1011-0028,true
